event_id,ts_raw,warehouse,region,promised_hours,actual_hours,employee_id,shift_id,staff_productivity_score
OPS-D-0019056,2026-06-03 11:08:00,WH-N2,North,24.0,20.08,EMP-1034,SH-3,0.601
OPS-D-0019057,2026-06-03T12:45:00+05:30,WH-N2,North,24.0,9.35,EMP-1363,SH-2,0.821
OPS-D-0019058,1780474020000,WH-N2,North,24.0,15.2,EMP-1087,SH-3,0.529
OPS-D-0019059,2026-06-03T14:10:00+05:30,WH-N2,North,24.0,11.94,EMP-1147,SH-1,0.692
OPS-D-0019060,2026-06-03 15:42:00,WH-N2,North,24.0,9.93,EMP-1117,SH-1,0.744
OPS-D-0019061,2026-06-03 16:14:00,WH-N2,North,24.0,55.69,EMP-1134,SH-3,0.899
OPS-D-0019062,2026-06-03T17:50:00+05:30,WH-N2,North,24.0,23.0,EMP-1142,SH-2,0.771
OPS-D-0019063,2026-06-03 18:31:00,WH-N2,North,24.0,8.52,EMP-1018,SH-3,0.967
OPS-D-0019064,2026-06-03T19:30:00+05:30,WH-N2,North,24.0,35.81,EMP-1118,SH-3,0.801
OPS-D-0019065,1780497420000,WH-N2,North,24.0,9.52,EMP-1016,SH-1,0.59
OPS-D-0019066,2026-06-03T21:39:00+05:30,WH-N2,North,24.0,20.65,EMP-1141,SH-3,0.67
OPS-D-0019067,2026-06-03T22:00:00+05:30,WH-N2,North,24.0,22.3,EMP-1082,SH-1,0.821
OPS-D-0019068,2026-06-03T23:24:00+05:30,WH-N2,North,24.0,74.93,EMP-1161,SH-3,0.762
OPS-D-0019069,2026-06-03 00:36:00,WH-S1,South,24.0,16.11,EMP-1181,SH-3,0.629
OPS-D-0019070,2026-06-03T01:25:00+05:30,WH-S1,South,24.0,9.01,EMP-1305,SH-3,0.806
OPS-D-0019071,2026-06-03 02:01:00,WH-S1,South,24.0,,EMP-1284,SH-1,0.716
OPS-D-0019072,2026-06-03T03:50:00+05:30,WH-S1,South,24.0,16.62,EMP-1143,SH-1,0.828
OPS-D-0019073,2026-06-03T04:48:00+05:30,WH-S1,South,24.0,52.93,EMP-1350,SH-1,0.817
OPS-D-0019074,2026-06-03T05:17:00+05:30,WH-S1,South,24.0,21.54,EMP-1244,SH-3,0.856
OPS-D-0019075,2026-06-03T06:07:00+05:30,WH-S1,South,24.0,9.74,EMP-1217,SH-2,0.615
OPS-D-0019076,2026-06-03T07:25:00+05:30,WH-S1,South,24.0,11.5,EMP-1399,SH-3,0.783
OPS-D-0019077,1780456200000,WH-S1,South,24.0,,EMP-1282,SH-2,0.798
OPS-D-0019078,2026-06-03T09:41:00+05:30,WH-S1,South,24.0,17.0,EMP-1229,SH-3,0.732
OPS-D-0019079,2026-06-03T10:12:00+05:30,WH-S1,South,24.0,8.69,EMP-1357,SH-2,0.848
OPS-D-0019080,2026-06-03T11:24:00+05:30,WH-S1,South,24.0,23.11,EMP-1309,SH-3,0.894
OPS-D-0019081,1780468320000,WH-S1,South,24.0,9.78,EMP-1243,SH-2,0.854
OPS-D-0019082,1780474320000,WH-S1,South,24.0,11.26,EMP-1399,SH-3,0.875
OPS-D-0019083,2026-06-03 14:40:00,WH-S1,South,24.0,16.23,EMP-1211,SH-1,0.71
OPS-D-0019084,2026-06-03T15:24:00+05:30,WH-S1,South,24.0,12.6,EMP-1149,SH-3,0.885
OPS-D-0019085,2026-06-03 16:30:00,WH-S1,South,24.0,,EMP-1190,SH-1,0.684
OPS-D-0019086,2026-06-03T17:00:00+05:30,WH-S1,South,24.0,16.95,EMP-1322,SH-3,0.742
OPS-D-0019087,1780490100000,WH-S1,South,24.0,,EMP-1030,SH-3,0.943
OPS-D-0019088,2026-06-03T19:15:00+05:30,WH-S1,South,24.0,18.54,EMP-1372,SH-2,0.666
OPS-D-0019089,1780498200000,WH-S1,South,24.0,10.77,EMP-1344,SH-3,0.671
OPS-D-0019090,2026-06-03T21:12:00+05:30,WH-S1,South,24.0,12.02,EMP-1283,SH-3,0.788
OPS-D-0019091,2026-06-03T22:51:00+05:30,WH-S1,South,24.0,21.97,EMP-1209,SH-2,0.86
OPS-D-0019092,2026-06-03T23:13:00+05:30,WH-S1,South,24.0,11.61,EMP-1064,SH-2,0.67
OPS-D-0019093,2026-06-03 00:49:00,WH-E1,East,24.0,22.68,EMP-1044,SH-1,0.738
OPS-D-0019094,1780432140000,WH-E1,East,24.0,23.43,EMP-1358,SH-2,0.877
OPS-D-0019095,2026-06-03T02:30:00+05:30,WH-E1,East,24.0,23.26,EMP-1351,SH-1,0.747
OPS-D-0019096,2026-06-03T03:29:00+05:30,WH-E1,East,24.0,9.51,EMP-1001,SH-1,0.695
OPS-D-0019097,2026-06-03T04:33:00+05:30,WH-E1,East,24.0,8.51,EMP-1305,SH-1,0.868
OPS-D-0019098,2026-06-03T05:11:00+05:30,WH-E1,East,24.0,21.02,EMP-1242,SH-2,0.722
OPS-D-0019099,2026-06-03T06:50:00+05:30,WH-E1,East,24.0,9.02,EMP-1385,SH-2,0.834
OPS-D-0019100,2026-06-03T07:21:00+05:30,WH-E1,East,24.0,15.34,EMP-1073,SH-1,0.781
OPS-D-0019101,2026-06-03T08:47:00+05:30,WH-E1,East,24.0,19.81,EMP-1357,SH-3,0.642
OPS-D-0019102,2026-06-03 09:41:00,WH-E1,East,24.0,16.14,EMP-1255,SH-1,0.793
OPS-D-0019103,2026-06-03 10:06:00,WH-E1,East,24.0,21.34,EMP-1205,SH-1,0.836
OPS-D-0019104,1780465380000,WH-E1,East,24.0,20.28,EMP-1088,SH-2,0.691
OPS-D-0019105,2026-06-03T12:49:00+05:30,WH-E1,East,24.0,10.63,EMP-1171,SH-2,0.774
OPS-D-0019106,1780474020000,WH-E1,East,24.0,15.63,EMP-1039,SH-1,0.692
OPS-D-0019107,2026-06-03T14:38:00+05:30,WH-E1,East,24.0,11.6,EMP-1136,SH-2,0.712
OPS-D-0019108,2026-06-03T15:26:00+05:30,WH-E1,East,24.0,11.36,EMP-1045,SH-1,0.75
OPS-D-0019109,2026-06-03T16:47:00+05:30,WH-E1,East,24.0,11.85,EMP-1240,SH-3,0.779
OPS-D-0019110,2026-06-03T17:13:00+05:30,WH-E1,East,24.0,11.64,EMP-1173,SH-1,0.88
OPS-D-0019111,2026-06-03T18:34:00+05:30,WH-E1,East,24.0,20.28,EMP-1011,SH-3,0.754
OPS-D-0019112,2026-06-03T19:56:00+05:30,WH-E1,East,24.0,11.42,EMP-1300,SH-3,0.813
OPS-D-0019113,2026-06-03T20:10:00+05:30,WH-E1,East,24.0,22.97,EMP-1097,SH-1,0.781
OPS-D-0019114,2026-06-03T21:58:00+05:30,WH-E1,East,24.0,13.33,EMP-1218,SH-2,0.8
OPS-D-0019115,1780505160000,WH-E1,East,24.0,19.07,EMP-1061,SH-3,0.687
OPS-D-0019116,2026-06-03 23:57:00,WH-E1,East,24.0,9.8,EMP-1143,SH-3,0.993
OPS-D-0019117,2026-06-03T00:26:00+05:30,WH-W1,West,24.0,17.7,EMP-1227,SH-1,0.94
OPS-D-0019118,2026-06-03 01:27:00,WH-W1,West,24.0,12.85,EMP-1299,SH-1,0.854
OPS-D-0019119,2026-06-03 02:13:00,WH-W1,West,24.0,14.84,EMP-1331,SH-1,0.771
OPS-D-0019120,2026-06-03 03:12:00,WH-W1,West,24.0,43.64,EMP-1269,SH-2,0.653
OPS-D-0019121,2026-06-03 04:16:00,WH-W1,West,24.0,10.58,EMP-1204,SH-1,0.769
OPS-D-0019122,2026-06-03T05:26:00+05:30,WH-W1,West,24.0,17.38,EMP-1312,SH-3,0.778
OPS-D-0019123,2026-06-03T06:03:00+05:30,WH-W1,West,24.0,11.18,EMP-1011,SH-1,0.729
OPS-D-0019124,2026-06-03T07:20:00+05:30,WH-W1,West,24.0,9.05,EMP-1343,SH-1,0.693
OPS-D-0019125,2026-06-03T08:52:00+05:30,WH-W1,West,24.0,13.67,EMP-1037,SH-1,0.877
OPS-D-0019126,2026-06-03T09:05:00+05:30,WH-W1,West,24.0,14.22,EMP-1290,SH-2,0.806
OPS-D-0019127,2026-06-03 10:43:00,WH-W1,West,24.0,64.77,EMP-1059,SH-3,0.721
OPS-D-0019128,2026-06-03T11:08:00+05:30,WH-W1,West,24.0,8.54,EMP-1281,SH-3,0.78
OPS-D-0019129,2026-06-03T12:46:00+05:30,WH-W1,West,24.0,19.08,EMP-1349,SH-3,0.891
OPS-D-0019130,2026-06-03 13:38:00,WH-W1,West,24.0,19.04,EMP-1111,SH-2,0.687
OPS-D-0019131,2026-06-03T14:16:00+05:30,WH-W1,West,24.0,19.91,EMP-1014,SH-1,0.739
OPS-D-0019132,2026-06-03T15:55:00+05:30,WH-W1,West,24.0,19.56,EMP-1101,SH-1,0.845
OPS-D-0019133,2026-06-03T16:37:00+05:30,WH-W1,West,24.0,19.77,EMP-1304,SH-2,0.767
OPS-D-0019134,2026-06-03T17:48:00+05:30,WH-W1,West,24.0,14.58,EMP-1186,SH-3,0.722
OPS-D-0019135,2026-06-03T18:21:00+05:30,WH-W1,West,24.0,23.26,EMP-1155,SH-1,0.711
OPS-D-0019136,2026-06-03T19:47:00+05:30,WH-W1,West,24.0,21.86,EMP-1391,SH-2,0.646
OPS-D-0019137,2026-06-03 20:11:00,WH-W1,West,24.0,,EMP-1321,SH-2,0.766
OPS-D-0019138,1780501980000,WH-W1,West,24.0,8.96,EMP-1307,SH-3,0.69
OPS-D-0019139,2026-06-03T22:06:00+05:30,WH-W1,West,24.0,8.84,EMP-1371,SH-1,0.737
OPS-D-0019140,2026-06-03 23:36:00,WH-W1,West,24.0,9.05,EMP-1175,SH-1,0.844
OPS-D-0019141,2026-06-04T00:01:00+05:30,WH-N1,North,24.0,17.04,EMP-1365,SH-1,0.66
OPS-D-0019142,2026-06-04 01:09:00,WH-N1,North,24.0,14.76,EMP-1289,SH-1,0.81
OPS-D-0019143,2026-06-04T02:23:00+05:30,WH-N1,North,24.0,18.46,EMP-1398,SH-3,0.728
OPS-D-0019144,1780525080000,WH-N1,North,24.0,20.95,EMP-1077,SH-1,0.872
OPS-D-0019145,2026-06-04T04:50:00+05:30,WH-N1,North,24.0,22.97,EMP-1323,SH-2,0.927
OPS-D-0019146,2026-06-04T05:03:00+05:30,WH-N1,North,24.0,,EMP-1139,SH-1,0.69
OPS-D-0019147,1780535400000,WH-N1,North,24.0,9.39,EMP-1218,SH-1,0.873
OPS-D-0019148,2026-06-04T07:42:00+05:30,WH-N1,North,24.0,21.58,EMP-1267,SH-2,0.785
OPS-D-0019149,2026-06-04 08:56:00,WH-N1,North,24.0,12.04,EMP-1040,SH-2,0.809
OPS-D-0019150,2026-06-04T09:58:00+05:30,WH-N1,North,24.0,23.48,EMP-1191,SH-2,0.76
OPS-D-0019151,2026-06-04 10:52:00,WH-N1,North,24.0,14.54,EMP-1153,SH-3,0.726
OPS-D-0019152,2026-06-04T11:54:00+05:30,WH-N1,North,24.0,12.79,EMP-1092,SH-2,0.854
OPS-D-0019153,2026-06-04 12:34:00,WH-N1,North,24.0,21.32,EMP-1155,SH-1,0.885
OPS-D-0019154,2026-06-04T13:34:00+05:30,WH-N1,North,24.0,14.51,EMP-1054,SH-3,0.779
OPS-D-0019155,2026-06-04T14:34:00+05:30,WH-N1,North,24.0,17.66,EMP-1054,SH-2,0.579
OPS-D-0019156,1780565400000,WH-N1,North,24.0,13.46,EMP-1388,SH-2,0.726
OPS-D-0019157,1780570380000,WH-N1,North,24.0,18.29,EMP-1026,SH-1,0.805
OPS-D-0019158,2026-06-04T17:24:00+05:30,WH-N1,North,24.0,18.45,EMP-1347,SH-2,0.939
OPS-D-0019159,2026-06-04T18:35:00+05:30,WH-N1,North,24.0,10.87,EMP-1330,SH-1,0.784
OPS-D-0019160,2026-06-04 19:37:00,WH-N1,North,24.0,14.38,EMP-1364,SH-1,0.958
OPS-D-0019161,1780584960000,WH-N1,North,24.0,,EMP-1395,SH-1,0.635
OPS-D-0019162,1780588740000,WH-N1,North,24.0,10.73,EMP-1050,SH-3,0.765
OPS-D-0019163,1780590600000,WH-N1,North,24.0,9.76,EMP-1095,SH-1,0.778
OPS-D-0019164,2026-06-04 23:49:00,WH-N1,North,24.0,22.56,EMP-1143,SH-1,0.711
OPS-D-0019165,1780514820000,WH-N2,North,24.0,9.5,EMP-1004,SH-3,0.647
OPS-D-0019166,2026-06-04T01:17:00+05:30,WH-N2,North,24.0,10.13,EMP-1166,SH-2,0.853
OPS-D-0019167,2026-06-04 02:08:00,WH-N2,North,24.0,16.42,EMP-1078,SH-2,0.955
OPS-D-0019168,2026-06-04T03:54:00+05:30,WH-N2,North,24.0,9.32,EMP-1324,SH-1,0.891
OPS-D-0019169,2026-06-04T04:46:00+05:30,WH-N2,North,24.0,14.75,EMP-1199,SH-1,0.724
OPS-D-0019170,2026-06-04T05:15:00+05:30,WH-N2,North,24.0,17.57,EMP-1246,SH-2,0.732
OPS-D-0019171,2026-06-04T06:49:00+05:30,WH-N2,North,24.0,,EMP-1364,SH-1,0.864
OPS-D-0019172,2026-06-04 07:21:00,WH-N2,North,24.0,14.29,EMP-1011,SH-3,0.777
OPS-D-0019173,2026-06-04 08:40:00,WH-N2,North,24.0,17.29,EMP-1119,SH-2,0.916
OPS-D-0019174,2026-06-04T09:44:00+05:30,WH-N2,North,24.0,17.67,EMP-1222,SH-2,0.716
OPS-D-0019175,2026-06-04T10:30:00+05:30,WH-N2,North,24.0,15.63,EMP-1365,SH-2,0.909
OPS-D-0019176,2026-06-04T11:46:00+05:30,WH-N2,North,24.0,17.01,EMP-1377,SH-1,0.821
OPS-D-0019177,2026-06-04 12:31:00,WH-N2,North,24.0,16.0,EMP-1244,SH-1,0.677
OPS-D-0019178,2026-06-04 13:31:00,WH-N2,North,24.0,23.49,EMP-1372,SH-2,0.699
OPS-D-0019179,2026-06-04T14:16:00+05:30,WH-N2,North,24.0,22.24,EMP-1393,SH-3,0.865
OPS-D-0019180,2026-06-04 15:09:00,WH-N2,North,24.0,20.9,EMP-1271,SH-1,0.867
OPS-D-0019181,2026-06-04T16:03:00+05:30,WH-N2,North,24.0,18.46,EMP-1186,SH-3,0.822
OPS-D-0019182,2026-06-04T17:50:00+05:30,WH-N2,North,24.0,18.6,EMP-1152,SH-2,0.639
OPS-D-0019183,2026-06-04T18:52:00+05:30,WH-N2,North,24.0,12.46,EMP-1390,SH-3,0.749
OPS-D-0019184,2026-06-04 19:10:00,WH-N2,North,24.0,9.75,EMP-1269,SH-3,0.782
OPS-D-0019185,2026-06-04T20:15:00+05:30,WH-N2,North,24.0,11.26,EMP-1230,SH-1,0.566
OPS-D-0019186,2026-06-04 21:14:00,WH-N2,North,24.0,,EMP-1260,SH-3,0.846
OPS-D-0019187,1780591620000,WH-N2,North,24.0,,EMP-1209,SH-3,0.819
OPS-D-0019188,2026-06-04 23:54:00,WH-N2,North,24.0,19.41,EMP-1100,SH-2,0.804
OPS-D-0019189,1780513440000,WH-S1,South,24.0,20.02,EMP-1258,SH-1,0.686
OPS-D-0019190,1780515360000,WH-S1,South,24.0,15.77,EMP-1150,SH-1,0.675
OPS-D-0019191,1780521000000,WH-S1,South,24.0,17.15,EMP-1071,SH-3,0.85
OPS-D-0019192,1780524960000,WH-S1,South,24.0,15.12,EMP-1266,SH-3,0.85
OPS-D-0019193,1780526100000,WH-S1,South,24.0,11.94,EMP-1139,SH-3,0.763
OPS-D-0019194,2026-06-04 05:39:00,WH-S1,South,24.0,17.23,EMP-1210,SH-1,0.843
OPS-D-0019195,2026-06-04T06:05:00+05:30,WH-S1,South,24.0,10.7,EMP-1336,SH-3,0.773
OPS-D-0019196,2026-06-04 07:12:00,WH-S1,South,24.0,9.84,EMP-1232,SH-1,0.739
OPS-D-0019197,2026-06-04T08:36:00+05:30,WH-S1,South,24.0,14.27,EMP-1236,SH-1,0.899
OPS-D-0019198,2026-06-04T09:35:00+05:30,WH-S1,South,24.0,11.5,EMP-1309,SH-3,0.76
OPS-D-0019199,2026-06-04 10:06:00,WH-S1,South,24.0,,EMP-1199,SH-1,0.875
OPS-D-0019200,2026-06-04T11:39:00+05:30,WH-S1,South,24.0,16.92,EMP-1172,SH-2,0.842
OPS-D-0019201,2026-06-04T12:23:00+05:30,WH-S1,South,24.0,16.89,EMP-1171,SH-3,0.565
OPS-D-0019202,2026-06-04T13:04:00+05:30,WH-S1,South,24.0,19.81,EMP-1164,SH-1,0.91
OPS-D-0019203,2026-06-04T14:24:00+05:30,WH-S1,South,24.0,17.09,EMP-1176,SH-2,0.69
OPS-D-0019204,2026-06-04T15:03:00+05:30,WH-S1,South,24.0,12.87,EMP-1353,SH-3,0.813
OPS-D-0019205,2026-06-04 16:11:00,WH-S1,South,24.0,16.39,EMP-1252,SH-1,0.829
OPS-D-0019206,2026-06-04T17:11:00+05:30,WH-S1,South,24.0,14.6,EMP-1204,SH-3,0.736
OPS-D-0019207,2026-06-04T18:00:00+05:30,WH-S1,South,24.0,22.8,EMP-1228,SH-3,0.649
OPS-D-0019208,2026-06-04T19:28:00+05:30,WH-S1,South,24.0,18.56,EMP-1102,SH-2,0.847
OPS-D-0019209,2026-06-04T20:33:00+05:30,WH-S1,South,24.0,13.54,EMP-1239,SH-2,0.705
OPS-D-0019210,2026-06-04T21:54:00+05:30,WH-S1,South,24.0,64.49,EMP-1200,SH-1,0.855
OPS-D-0019211,2026-06-04T22:40:00+05:30,WH-S1,South,24.0,16.73,EMP-1125,SH-2,0.789
OPS-D-0019212,2026-06-04T23:03:00+05:30,WH-S1,South,24.0,18.04,EMP-1202,SH-1,0.987
OPS-D-0019213,2026-06-04T00:11:00+05:30,WH-E1,East,24.0,11.15,EMP-1396,SH-1,0.796
OPS-D-0019214,2026-06-04 01:40:00,WH-E1,East,24.0,16.72,EMP-1310,SH-3,0.732
OPS-D-0019215,2026-06-04T02:40:00+05:30,WH-E1,East,24.0,15.05,EMP-1301,SH-1,0.885
OPS-D-0019216,2026-06-04T03:03:00+05:30,WH-E1,East,24.0,16.13,EMP-1016,SH-2,0.813
OPS-D-0019217,2026-06-04T04:21:00+05:30,WH-E1,East,24.0,17.89,EMP-1046,SH-2,0.781
OPS-D-0019218,2026-06-04T05:17:00+05:30,WH-E1,East,24.0,9.08,EMP-1011,SH-1,0.75
OPS-D-0019219,2026-06-04 06:44:00,WH-E1,East,24.0,13.26,EMP-1205,SH-3,0.865
OPS-D-0019220,1780538160000,WH-E1,East,24.0,12.67,EMP-1141,SH-1,0.609
OPS-D-0019221,2026-06-04T08:50:00+05:30,WH-E1,East,24.0,22.89,EMP-1068,SH-1,0.62
OPS-D-0019222,2026-06-04 09:56:00,WH-E1,East,24.0,15.14,EMP-1213,SH-2,0.886
OPS-D-0019223,2026-06-04T10:15:00+05:30,WH-E1,East,24.0,20.98,EMP-1289,SH-3,0.701
OPS-D-0019224,2026-06-04T11:30:00+05:30,WH-E1,East,24.0,15.43,EMP-1140,SH-2,0.919
OPS-D-0019225,2026-06-04T12:39:00+05:30,WH-E1,East,24.0,23.09,EMP-1004,SH-1,0.707
OPS-D-0019226,2026-06-04T13:13:00+05:30,WH-E1,East,24.0,15.78,EMP-1196,SH-3,0.897
OPS-D-0019227,2026-06-04T14:22:00+05:30,WH-E1,East,24.0,20.68,EMP-1163,SH-3,0.722
OPS-D-0019228,2026-06-04T15:20:00+05:30,WH-E1,East,24.0,10.86,EMP-1305,SH-1,0.719
OPS-D-0019229,2026-06-04 16:30:00,WH-E1,East,24.0,20.42,EMP-1192,SH-3,0.806
OPS-D-0019230,2026-06-04T17:29:00+05:30,WH-E1,East,24.0,16.1,EMP-1138,SH-2,0.772
OPS-D-0019231,2026-06-04T18:29:00+05:30,WH-E1,East,24.0,22.24,EMP-1180,SH-1,0.805
OPS-D-0019232,2026-06-04 19:19:00,WH-E1,East,24.0,22.37,EMP-1278,SH-3,0.715
OPS-D-0019233,2026-06-04 20:31:00,WH-E1,East,24.0,9.85,EMP-1289,SH-3,0.779
OPS-D-0019234,2026-06-04T21:41:00+05:30,WH-E1,East,24.0,18.34,EMP-1167,SH-2,0.97
OPS-D-0019235,2026-06-04T22:34:00+05:30,WH-E1,East,24.0,,EMP-1004,SH-3,0.681
OPS-D-0019236,2026-06-04 23:59:00,WH-E1,East,24.0,10.77,EMP-1196,SH-1,0.791
OPS-D-0019237,2026-06-04T00:55:00+05:30,WH-W1,West,24.0,14.04,EMP-1301,SH-3,0.704
OPS-D-0019238,2026-06-04T01:52:00+05:30,WH-W1,West,24.0,10.84,EMP-1294,SH-2,0.65
OPS-D-0019239,2026-06-04T02:05:00+05:30,WH-W1,West,24.0,22.37,EMP-1395,SH-2,0.745
OPS-D-0019240,2026-06-04T03:07:00+05:30,WH-W1,West,24.0,8.5,EMP-1058,SH-1,0.948
OPS-D-0019241,1780525980000,WH-W1,West,24.0,14.3,EMP-1141,SH-1,0.855
OPS-D-0019242,2026-06-04T05:45:00+05:30,WH-W1,West,24.0,9.76,EMP-1016,SH-2,0.716
OPS-D-0019243,2026-06-04 06:31:00,WH-W1,West,24.0,17.6,EMP-1163,SH-1,0.763
OPS-D-0019244,2026-06-04 07:29:00,WH-W1,West,24.0,29.7,EMP-1091,SH-2,0.789
OPS-D-0019245,2026-06-04 08:49:00,WH-W1,West,24.0,9.96,EMP-1283,SH-2,0.957
OPS-D-0019246,2026-06-04T09:17:00+05:30,WH-W1,West,24.0,16.13,EMP-1096,SH-1,0.682
OPS-D-0019247,2026-06-04T10:50:00+05:30,WH-W1,West,24.0,,EMP-1055,SH-2,0.719
OPS-D-0019248,2026-06-04 11:52:00,WH-W1,West,24.0,18.88,EMP-1168,SH-1,0.757
OPS-D-0019249,2026-06-04T12:18:00+05:30,WH-W1,West,24.0,10.72,EMP-1236,SH-3,0.791
OPS-D-0019250,2026-06-04T13:57:00+05:30,WH-W1,West,24.0,9.27,EMP-1364,SH-2,0.789
OPS-D-0019251,2026-06-04T14:19:00+05:30,WH-W1,West,24.0,12.25,EMP-1252,SH-3,0.791
OPS-D-0019252,2026-06-04T15:54:00+05:30,WH-W1,West,24.0,9.01,EMP-1235,SH-3,0.76
OPS-D-0019253,2026-06-04T16:02:00+05:30,WH-W1,West,24.0,13.45,EMP-1338,SH-1,0.665
OPS-D-0019254,1780574220000,WH-W1,West,24.0,19.84,EMP-1061,SH-2,0.938
OPS-D-0019255,2026-06-04T18:29:00+05:30,WH-W1,West,24.0,19.6,EMP-1347,SH-2,0.91
OPS-D-0019256,2026-06-04T19:13:00+05:30,WH-W1,West,24.0,9.34,EMP-1000,SH-3,0.886
OPS-D-0019257,2026-06-04 20:28:00,WH-W1,West,24.0,17.82,EMP-1375,SH-1,0.785
OPS-D-0019258,2026-06-04 21:03:00,WH-W1,West,24.0,13.52,EMP-1038,SH-2,0.953
OPS-D-0019259,2026-06-04 22:47:00,WH-W1,West,24.0,10.49,EMP-1219,SH-1,0.673
OPS-D-0019260,2026-06-04T23:55:00+05:30,WH-W1,West,24.0,14.84,EMP-1333,SH-1,0.779
OPS-D-0019261,1780599960000,WH-N1,North,24.0,19.01,EMP-1051,SH-1,0.741
OPS-D-0019262,1780601580000,WH-N1,North,24.0,22.67,EMP-1279,SH-2,0.806
OPS-D-0019263,2026-06-05 02:50:00,WH-N1,North,24.0,18.53,EMP-1119,SH-1,0.721
OPS-D-0019264,2026-06-05T03:43:00+05:30,WH-N1,North,24.0,21.22,EMP-1260,SH-1,0.766
OPS-D-0019265,2026-06-05T04:40:00+05:30,WH-N1,North,24.0,23.25,EMP-1085,SH-2,0.843
OPS-D-0019266,2026-06-05T05:32:00+05:30,WH-N1,North,24.0,9.65,EMP-1364,SH-1,0.78
OPS-D-0019267,2026-06-05T06:25:00+05:30,WH-N1,North,24.0,9.06,EMP-1212,SH-3,0.604
OPS-D-0019268,1780624800000,WH-N1,North,24.0,18.12,EMP-1023,SH-1,0.587
OPS-D-0019269,2026-06-05T08:24:00+05:30,WH-N1,North,24.0,14.54,EMP-1105,SH-3,0.658
OPS-D-0019270,2026-06-05 09:24:00,WH-N1,North,24.0,77.26,EMP-1324,SH-2,0.666
OPS-D-0019271,2026-06-05 10:36:00,WH-N1,North,24.0,14.52,EMP-1388,SH-2,0.921
OPS-D-0019272,1780639320000,WH-N1,North,24.0,12.23,EMP-1209,SH-3,0.729
OPS-D-0019273,2026-06-05 12:03:00,WH-N1,North,24.0,15.66,EMP-1197,SH-1,0.598
OPS-D-0019274,2026-06-05T13:58:00+05:30,WH-N1,North,24.0,9.28,EMP-1304,SH-3,0.728
OPS-D-0019275,2026-06-05T14:51:00+05:30,WH-N1,North,24.0,9.79,EMP-1069,SH-2,0.626
OPS-D-0019276,2026-06-05T15:14:00+05:30,WH-N1,North,24.0,26.1,EMP-1014,SH-1,0.642
OPS-D-0019277,2026-06-05 16:57:00,WH-N1,North,24.0,17.52,EMP-1008,SH-3,0.702
OPS-D-0019278,2026-06-05T17:05:00+05:30,WH-N1,North,24.0,20.82,EMP-1218,SH-2,0.825
OPS-D-0019279,1780662900000,WH-N1,North,24.0,10.89,EMP-1336,SH-2,0.9
OPS-D-0019280,2026-06-05T19:17:00+05:30,WH-N1,North,24.0,13.65,EMP-1194,SH-3,0.597
OPS-D-0019281,2026-06-05T20:30:00+05:30,WH-N1,North,24.0,21.51,EMP-1136,SH-1,0.836
OPS-D-0019282,2026-06-05T21:01:00+05:30,WH-N1,North,24.0,21.45,EMP-1107,SH-1,0.796
OPS-D-0019283,2026-06-05T22:30:00+05:30,WH-N1,North,24.0,14.7,EMP-1354,SH-2,0.842
OPS-D-0019284,2026-06-05T23:59:00+05:30,WH-N1,North,24.0,20.59,EMP-1087,SH-2,0.712
OPS-D-0019285,2026-06-05T00:23:00+05:30,WH-N2,North,24.0,,EMP-1274,SH-1,0.641
OPS-D-0019286,2026-06-05T01:30:00+05:30,WH-N2,North,24.0,21.74,EMP-1347,SH-3,0.837
OPS-D-0019287,2026-06-05 02:14:00,WH-N2,North,24.0,,EMP-1237,SH-2,0.725
OPS-D-0019288,2026-06-05T03:05:00+05:30,WH-N2,North,24.0,15.79,EMP-1002,SH-3,0.711
OPS-D-0019289,1780614780000,WH-N2,North,24.0,20.08,EMP-1009,SH-1,0.797
OPS-D-0019290,1780619280000,WH-N2,North,24.0,21.2,EMP-1299,SH-2,0.918
OPS-D-0019291,2026-06-05T06:34:00+05:30,WH-N2,North,24.0,16.32,EMP-1112,SH-1,0.861
OPS-D-0019292,2026-06-05T07:06:00+05:30,WH-N2,North,24.0,15.23,EMP-1252,SH-2,0.742
OPS-D-0019293,2026-06-05T08:57:00+05:30,WH-N2,North,24.0,8.83,EMP-1194,SH-1,0.794
OPS-D-0019294,1780631760000,WH-N2,North,24.0,13.63,EMP-1299,SH-1,0.928
OPS-D-0019295,2026-06-05 10:31:00,WH-N2,North,24.0,12.23,EMP-1134,SH-1,0.891
OPS-D-0019296,2026-06-05T11:39:00+05:30,WH-N2,North,24.0,31.16,EMP-1153,SH-2,0.71
OPS-D-0019297,2026-06-05T12:12:00+05:30,WH-N2,North,24.0,20.51,EMP-1389,SH-1,0.73
OPS-D-0019298,2026-06-05 13:42:00,WH-N2,North,24.0,18.68,EMP-1108,SH-2,0.877
OPS-D-0019299,2026-06-05T14:23:00+05:30,WH-N2,North,24.0,15.96,EMP-1173,SH-3,0.81
OPS-D-0019300,1780653900000,WH-N2,North,24.0,22.41,EMP-1241,SH-3,0.82
OPS-D-0019301,2026-06-05T16:38:00+05:30,WH-N2,North,24.0,12.0,EMP-1034,SH-2,0.77
OPS-D-0019302,2026-06-05 17:36:00,WH-N2,North,24.0,17.44,EMP-1085,SH-1,0.861
OPS-D-0019303,2026-06-05T18:01:00+05:30,WH-N2,North,24.0,18.67,EMP-1089,SH-2,0.689
